id,sentence,sense_keys,glosses,target
d001.s016.t016,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to cancer because he need only lose the other copy for a [TGT] cancer [TGT] to develop .","['cancer%1:17:00::', 'cancer%1:26:00::', 'cancer%1:18:00::', 'cancer%1:15:00::', 'cancer%1:05:00::']","['a small zodiacal constellation in the northern hemisphere; between Leo and Gemini', 'any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream', '(astrology) a person who is born while the sun is in Cancer', 'the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22', 'type genus of the family Cancridae']",[1]
d001.s016.t017,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to cancer because he need only lose the other copy for a cancer to [TGT] develop [TGT] .","['develop%2:30:13::', 'develop%2:31:00::', 'develop%2:36:01::', 'develop%2:36:09::', 'develop%2:30:05::', 'develop%2:30:10::', 'develop%2:29:00::', 'develop%2:30:12::', 'develop%2:30:06::', 'develop%2:42:00::', 'develop%2:30:00::', 'develop%2:30:03::', 'develop%2:30:09::', 'develop%2:36:00::', 'develop%2:33:03::', 'develop%2:33:02::', 'develop%2:30:04::', 'develop%2:35:04::', 'develop%2:32:00::', 'develop%2:30:01::', 'develop%2:39:00::']","['elaborate by the unfolding of a musical idea and by the working out of the rhythmic and harmonic changes in the theme', 'create by training and teaching', 'make something new, such as a product or a mental or artistic creation', 'generate gradually', 'be gradually disclosed or unfolded; become manifest', 'grow emotionally or mature', 'come to have or undergo a change of (physical features and attributes)', 'expand in the form of a series', 'gain through experience', 'come into existence; take on form or shape', 'grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment', 'happen', 'become technologically advanced', 'work out', ""move one's pieces into strategically more advantageous positions"", 'move into a strategically more advantageous position', 'change the use of and make available or usable', 'superimpose a three-dimensional surface on a plane without stretching, in geometry', 'elaborate, as of theories and hypotheses', 'cause to grow and differentiate in ways conforming to its natural development', 'make visible by means of chemical solutions']",[9]
d001.s017.t000,"[TGT] Emerging [TGT] genetic tests will be able to spot such cancer-susceptible individuals , ushering in what some scientists believe is a new age of predictive cancer diagnosis .","['emerging%5:00:00:nascent:00', 'emerging%5:00:00:future:00']","['coming into existence', 'coming to maturity']",[0]
d001.s017.t001,"Emerging [TGT] genetic [TGT] tests will be able to spot such cancer-susceptible individuals , ushering in what some scientists believe is a new age of predictive cancer diagnosis .","['genetic%3:01:00::', 'genetic%3:01:02::', 'genetic%3:01:01::', 'genetic%5:00:00:inheritable:00']","['of or relating to the science of genetics', 'of or relating to or produced by or being a gene', 'pertaining to or referring to origin', 'occurring among members of a family usually by heredity']",[0]
d001.s017.t002,"Emerging genetic [TGT] tests [TGT] will be able to spot such cancer-susceptible individuals , ushering in what some scientists believe is a new age of predictive cancer diagnosis .","['test%1:10:00::', 'test%1:04:03::', 'test%1:05:00::', 'test%1:09:02::', 'test%1:04:00::', 'test%1:04:02::']","['a set of questions or exercises evaluating skill or knowledge', 'the act of undergoing testing', 'a hard outer covering as of some amoebas and sea urchins', 'trying something to find out about it', 'the act of testing something', 'any standardized procedure for measuring sensitivity or memory or intelligence or aptitude or personality etc']","[4, 3]"
d001.s017.t003,"Emerging genetic tests will be [TGT] able [TGT] to spot such cancer-susceptible individuals , ushering in what some scientists believe is a new age of predictive cancer diagnosis .","['able%3:00:00::', 'able%5:00:00:capable:00', 'able%5:00:00:competent:00', 'able%5:00:00:fit:01']","[""(usually followed by `to') having the necessary means or skill or know-how or authority to do something"", 'having inherent physical or mental ability or capacity', 'have the skills and qualifications to do things well', 'having a strong healthy body']",[0]
d001.s017.t004,"Emerging genetic tests will be able to [TGT] spot [TGT] such cancer-susceptible individuals , ushering in what some scientists believe is a new age of predictive cancer diagnosis .","['spot%2:35:01::', 'spot%2:30:00::', 'spot%2:35:00::', 'spot%2:30:01::', 'spot%2:39:02::', 'spot%2:39:00::']","['mar or impair with a flaw', 'mark with a spot or spots so as to allow easy recognition', 'make a spot or mark onto', 'become spotted', 'detect with the senses', 'catch sight of']",[5]
d001.s017.t005,"Emerging genetic tests will be able to spot [TGT] such [TGT] cancer-susceptible individuals , ushering in what some scientists believe is a new age of predictive cancer diagnosis .",['such%5:00:00:much:00'],['of so extreme a degree or extent'],[0]
d001.s017.t006,"Emerging genetic tests will be able to spot such cancer-susceptible [TGT] individuals [TGT] , ushering in what some scientists believe is a new age of predictive cancer diagnosis .","['individual%1:03:00::', 'individual%1:18:00::']","['a human being', 'a single organism']",[0]
d001.s017.t007,"Emerging genetic tests will be able to spot such cancer-susceptible individuals , [TGT] ushering in [TGT] what some scientists believe is a new age of predictive cancer diagnosis .",['usher_in%2:30:00::'],['be a precursor of'],[0]
d001.s017.t008,"Emerging genetic tests will be able to spot such cancer-susceptible individuals , ushering in what some [TGT] scientists [TGT] believe is a new age of predictive cancer diagnosis .",['scientist%1:18:00::'],['a person with advanced knowledge of one or more sciences'],[0]
d001.s017.t009,"Emerging genetic tests will be able to spot such cancer-susceptible individuals , ushering in what some scientists [TGT] believe [TGT] is a new age of predictive cancer diagnosis .","['believe%2:31:00::', 'believe%2:31:04::', 'believe%2:31:01::', 'believe%2:31:02::', 'believe%2:31:03::']","['accept as true; take to be true', 'judge or regard; look upon; judge', 'follow a credo; have a faith; be a believer', 'credit with veracity', 'be confident about something']",[1]
d001.s017.t010,"Emerging genetic tests will be able to spot such cancer-susceptible individuals , ushering in what some scientists believe is a [TGT] new [TGT] age of predictive cancer diagnosis .","['new%3:00:09::', 'new%5:00:00:original:00', 'new%5:00:00:other:00', 'new%5:00:00:unprecedented:00', 'new%5:00:00:unaccustomed:00', 'new%5:00:02:original:00', 'new%3:00:00::', 'new%5:00:00:early:02', 'new%5:00:01:late:01', 'new%5:00:00:inexperienced:00', 'new%5:00:02:late:01']","['unaffected by use or exposure', 'original and of a kind not seen before', 'other than the former one(s); different', 'having no previous example or precedent or parallel', 'unfamiliar', '(of a new kind or fashion) gratuitously new', 'not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered', '(of crops) harvested at an early stage of development; before complete maturity', 'used of a living language; being the current stage in its development', 'lacking training or experience', 'in use after medieval times']","[3, 2]"
d001.s017.t011,"Emerging genetic tests will be able to spot such cancer-susceptible individuals , ushering in what some scientists believe is a new [TGT] age [TGT] of predictive cancer diagnosis .","['age%1:28:00::', 'age%1:07:00::', 'age%1:28:03::', 'age%1:28:02::', 'age%1:28:01::']","['a time of life (usually defined in years) at which some particular qualification or power arises', 'how long something has existed', 'a prolonged period of time', 'an era of history having some distinctive feature', 'a late time of life']",[3]
d001.s017.t012,"Emerging genetic tests will be able to spot such cancer-susceptible individuals , ushering in what some scientists believe is a new age of [TGT] predictive [TGT] cancer diagnosis .",['predictive%5:00:00:prophetic:00'],['of or relating to prediction; having value for making predictions'],[0]
d001.s017.t013,"Emerging genetic tests will be able to spot such cancer-susceptible individuals , ushering in what some scientists believe is a new age of predictive [TGT] cancer [TGT] diagnosis .","['cancer%1:17:00::', 'cancer%1:26:00::', 'cancer%1:18:00::', 'cancer%1:15:00::', 'cancer%1:05:00::']","['a small zodiacal constellation in the northern hemisphere; between Leo and Gemini', 'any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream', '(astrology) a person who is born while the sun is in Cancer', 'the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22', 'type genus of the family Cancridae']",[1]
d001.s017.t014,"Emerging genetic tests will be able to spot such cancer-susceptible individuals , ushering in what some scientists believe is a new age of predictive cancer [TGT] diagnosis [TGT] .",['diagnosis%1:04:00::'],['identifying the nature or cause of some phenomenon'],[0]
